hour;date;Índice de calor;Humedad relativa;Presión de vapor;Radiación solar;Temperatura;Punto de rocío;Temperatura del bulbo húmedo;Velocidad del viento;Racha de viento máxima;Dirección del viento;Humectación en hoja (porcentaje);Presión atmosférica;Precipitaciones
17;30/05/2024;27,80230205;47,5;36,8875;563,25;27,575;15,415;19,89690479;8,75;17;22,5;0;932,375;0
18;30/05/2024;27,29048308;48,25;35,97;370,5;27,125;15,2375;19,65175548;8,25;15,5;45;0;932,1;0
19;30/05/2024;23,225;57,25;28,735;172,5;23,225;14,275;17,78061864;16;22,5;33,75;0;932,8;0
20;30/05/2024;19,825;60,5;23,55;84;19,825;11,9075;15,27817802;17,75;26,25;28,125;0;933,7;0
21;30/05/2024;18,025;58,25;21,0775;22,5;18,025;9,635;13,4694419;14;23,25;22,5;0;934,15;0
22;30/05/2024;16,05;56,25;18,695;0;16,05;7,2425;11,54344798;10,75;16;28,125;0;934,575;0
23;30/05/2024;14,4;66;16,8875;0;14,4;8,0675;11,1431685;11,75;18,75;45;0;935,275;0
0;31/05/2024;12,675;71,25;15,1575;0;12,675;7,5525;10,10481874;14,25;21,75;33,75;0;935,475;0
1;31/05/2024;11,45;74,75;14,0275;0;11,45;7,0775;9,299352629;12;17,5;16,875;0;935,675;0
2;31/05/2024;10,425;76,75;13,14;0;10,425;6,475;8,5251653;12,25;19;39,375;0;935,75;0
3;31/05/2024;9,875;74;12,69;0;9,875;5,41;7,786188534;14;21;22,5;0;935,525;0
4;31/05/2024;9,35;74,5;12,27;0;9,35;5;7,343320108;13,5;20,25;95,625;0;935,525;0
5;31/05/2024;8,8;75,75;11,8425;0;8,8;4,7075;6,934921868;12,25;18,75;39,375;0;935,625;0
6;31/05/2024;8,275;78;11,45;0,75;8,275;4,6175;6,618893548;9,75;14,75;45;0;935,75;0
7;31/05/2024;8,3;79;11,4725;71,25;8,3;4,825;6,717053184;6,25;11;22,5;0;936,225;0
8;31/05/2024;10,975;69;13,6175;251,25;10,975;5,4375;8,356882537;11;18;84,375;0;936,575;0
9;31/05/2024;12,475;62,75;14,9675;431,25;12,475;5,5;9,129335591;16,5;23,5;90;0;936,775;0
10;31/05/2024;13,925;58,75;16,39;579;13,925;5,91;10,00009973;16,25;23,5;11,25;0;936,825;0
11;31/05/2024;15,575;53;18,155;705;15,575;5,95;10,79455768;16;22,75;56,25;0;936,5;0
12;31/05/2024;17,125;49;19,97;795,75;17,125;6,2475;11,62251918;15,25;22,75;78,75;0;936,15;0
13;31/05/2024;18,675;44,75;21,925;848,25;18,675;6,36;12,3570362;15,5;22,25;11,25;0;935,775;0
14;31/05/2024;19,875;40,75;23,5625;840,75;19,875;6,0675;12,77098938;15,75;22,25;90;0;935,3;0
15;31/05/2024;20,775;40,25;24,8575;793,5;20,775;6,7175;13,40452765;16,5;24,25;0;0;934,9;0
16;31/05/2024;21,45;39,5;25,87;592,5;21,45;7,0525;13,816687;14,75;22,25;78,75;0;934,475;0
17;31/05/2024;21,375;39;25,76;360,75;21,375;6,7925;13,68561953;14,5;21,5;11,25;0;934,325;0
18;31/05/2024;20,85;41,25;24,97;427,5;20,85;7,14;13,59823545;15;22,5;22,5;0;934,175;0
19;31/05/2024;19,8;44,5;23,4625;270;19,8;7,3;13,21397161;14,25;22;45;0;934,125;0
20;31/05/2024;17,65;47,75;20,625;60;17,65;6,3525;11,89341599;15;23;45;0;934,3;0
21;31/05/2024;15,3;55,25;17,855;12;15,3;6,3025;10,8030982;14;20,5;45;0;934,75;0
22;31/05/2024;13,55;61,25;16,01;0;13,55;6,165;9,922998256;13;20,25;11,25;0;935,325;0
23;31/05/2024;12,275;66;14,7825;0;12,275;6,04;9,255159495;12,75;19,75;22,5;0;936,025;0
0;01/06/2024;10,875;71,5;13,5275;0;10,875;5,875;8,489808018;11;16,75;22,5;0;936,35;0
1;01/06/2024;9,85;74,25;12,67;0;9,85;5,435;7,784241352;12,25;17;22,5;0;936,475;0
2;01/06/2024;9,2;75,5;12,1525;0;9,2;5,0475;7,285265436;11,5;17;67,5;0;936,4;0
3;01/06/2024;8,75;76,75;11,8;0;8,75;4,8525;6,968216637;9,75;14,75;135;0;936,475;0
4;01/06/2024;8,275;77,75;11,4475;0;8,275;4,5725;6,601132892;10,25;16,25;45;0;936,325;0
5;01/06/2024;7,925;80,5;11,1875;0;7,925;4,735;6,484148694;11,5;16,75;22,5;0;936,175;0
6;01/06/2024;7,35;85;10,775;0,75;7,35;4,9625;6,272071733;8;11,75;106,875;0;936,45;0
7;01/06/2024;7,925;83;11,195;72,75;7,925;5,18;6,668688422;8;11,75;90;0;936,55;0
8;01/06/2024;10,125;75,75;12,9;248,25;10,125;5,99;8,161014337;10,5;17,75;33,75;0;936,875;0
9;01/06/2024;12,075;69,5;14,5975;420,75;12,075;6,605;9,39900945;13,25;20,75;22,5;0;937,15;0
10;01/06/2024;14,075;62;16,5475;573;14,075;6,8425;10,46008799;14,5;21,25;118,125;0;937,375;0
11;01/06/2024;15,7;56,75;18,2975;700,5;15,7;7,0725;11,31361978;14,25;22,75;11,25;0;937,35;0
12;01/06/2024;17,25;51,25;20,1175;790,5;17,25;6,9975;11,98815112;15,75;24,25;33,75;0;937,075;0
13;01/06/2024;19,375;46;22,8775;837;19,375;7,3975;13,07861391;17,25;26,25;33,75;0;936,875;0
14;01/06/2024;20,025;44,25;23,7725;837;20,025;7,425;13,36986153;18,75;25,25;33,75;0;936,85;0
15;01/06/2024;20,7;43;24,75;789,75;20,7;7,615;13,7324657;18,75;28;33,75;0;936,825;0
16;01/06/2024;21,375;41,25;25,7525;702,75;21,375;7,62;14,01719205;18;28;22,5;0;936,65;0
17;01/06/2024;20,95;42,75;25,125;414,75;20,95;7,7575;13,89353653;18;25,25;11,25;0;936,85;0
18;01/06/2024;20,25;43,5;24,095;436,5;20,25;7,3825;13,44897172;17,5;26;33,75;0;937,175;0
19;01/06/2024;19,25;45,25;22,7025;249,75;19,25;7,0425;12,88302256;17;26;22,5;0;937,225;0
20;01/06/2024;17,725;48,5;20,705;53,25;17,725;6,655;12,05911597;17,75;26;33,75;0;937,55;0
21;01/06/2024;15,825;55;18,445;9,75;15,825;6,705;11,22119256;14;20,5;22,5;0;938;0
22;01/06/2024;13,825;65,25;16,2925;0;13,825;7,3475;10,56333925;12,75;20,75;5,625;0;938,65;0
23;01/06/2024;12,4;67,25;14,895;0;12,4;6,4375;9,49203469;10;15,5;45;0;939,25;0
0;02/06/2024;11,075;71,5;13,7;0;11,075;6,05;8,672253936;7,25;12;22,5;0;939,525;0
1;02/06/2024;10,25;77,75;12,995;0;10,25;6,495;8,449352695;8;13;33,75;0;939,8;0
2;02/06/2024;9,325;82;12,25;0;9,325;6,3725;7,92424552;4,5;8;101,25;0;939,775;0
3;02/06/2024;8,75;85,75;11,8025;0;8,75;6,47;7,670462795;4,75;7;22,5;0;939,525;0
4;02/06/2024;8,55;87,75;11,65;0;8,55;6,61;7,631524139;7;10;22,5;0;939,325;0
5;02/06/2024;8,325;88,75;11,4825;0;8,325;6,5525;7,488999975;6,75;11,75;22,5;1,75;939,125;0
6;02/06/2024;7,9;90,5;11,17;0,75;7,9;6,4225;7,20747805;6,75;10,25;11,25;5,75;939,25;0
7;02/06/2024;8,8;88,75;11,86;74,25;8,8;7,0125;7,939760774;4,75;7,75;45;6,25;939,35;0
8;02/06/2024;11,575;79,5;14,15;250,5;11,575;8,1075;9,831222969;7,5;12,75;33,75;0;939,4;0
9;02/06/2024;13,85;71,25;16,32;418,5;13,85;8,67;11,17097529;11,75;16,75;33,75;0;939,3;0
10;02/06/2024;15,95;63,5;18,595;574,5;15,95;8,9725;12,26001482;12,25;19,25;11,25;0;939,15;0
11;02/06/2024;17,925;55,5;20,96;701,25;17,925;8,8175;13,06074017;10,5;16,75;67,5;0;938,7;0
12;02/06/2024;19,725;49,25;23,355;804;19,725;8,7225;13,78667996;11,25;17,5;45;0;938,4;0
13;02/06/2024;21,025;46;25,24;861,75;21,025;8,9125;14,40925862;11,25;18,5;50,625;0;938,125;0
14;02/06/2024;21,55;44,75;26,0275;839,25;21,55;8,985;14,65401792;12,75;21,25;33,75;0;937,75;0
15;02/06/2024;22,125;43,5;26,9225;772,5;22,125;9,0875;14,92900353;14,25;22,25;45;0;937,325;0
16;02/06/2024;22,725;41,75;27,89;405,75;22,725;9,0225;15,14372166;13,25;21,5;33,75;0;937;0
17;02/06/2024;22,775;42,25;27,97;578,25;22,775;9,245;15,25627862;15,25;22,5;185,625;0;936,825;0
18;02/06/2024;22,525;43,5;27,565;432,75;22,525;9,4525;15,2436435;14,75;20,5;22,5;0;936,7;0
19;02/06/2024;21,625;45,25;26,145;274,5;21,625;9,2175;14,77847278;14,25;22,25;33,75;0;936,4;0
20;02/06/2024;19,7;50;23,3325;53,25;19,7;8,915;13,85473493;15,25;21,75;22,5;0;936,65;0
21;02/06/2024;17,525;55,25;20,46;9,75;17,525;8,3875;12,69284417;13,25;19,25;22,5;0;936,8;0
22;02/06/2024;15,6;62,75;18,185;0;15,6;8,46;11,87118704;12;17,25;11,25;0;937,15;0
23;02/06/2024;13,75;71;16,215;0;13,75;8,5275;11,05761647;7,25;12,25;33,75;0;937,85;0
0;03/06/2024;12,8;76;15,275;0;12,8;8,635;10,66264935;8,75;13,25;45;0;937,825;0
1;03/06/2024;11,925;79,5;14,455;0;11,925;8,455;10,1626073;8;13,5;22,5;0;937,7;0
2;03/06/2024;10,975;84;13,61;0;10,975;8,345;9,653158301;7,75;12;33,75;0;937,575;0
3;03/06/2024;10,4;87;13,1225;0;10,4;8,3075;9,352662078;7,5;11,75;56,25;0;937,35;0
4;03/06/2024;10,275;88;13,0175;0;10,275;8,355;9,314022737;7,5;11,75;61,875;0;937,2;0
5;03/06/2024;10,3;88;13,04;0;10,3;8,38;9,338018194;9,25;14,75;39,375;0;936,95;0
6;03/06/2024;10,25;87,5;12,9975;0,75;10,25;8,245;9,248984109;8;13;22,5;0;936,975;0
7;03/06/2024;10,65;85,75;13,34;75;10,65;8,3325;9,48617044;6,75;10,75;33,75;0;937,175;0
8;03/06/2024;12,775;78,5;15,2575;247,5;12,775;9,0825;10,86334821;7,5;11,5;45;0;937,275;0
9;03/06/2024;14,85;71,25;17,365;414,75;14,85;9,6425;12,08042951;10;14;45;0;937,025;0
10;03/06/2024;17,025;65,25;19,8475;570;17,025;10,4;13,39530636;11,5;17;16,875;0;936,775;0
11;03/06/2024;19,175;58,75;22,6075;696,75;19,175;10,85;14,51440095;11;16,25;0;0;936,55;0
12;03/06/2024;21,175;52;25,465;787,5;21,175;10,88;15,34006692;11;18;22,5;0;936,425;0
13;03/06/2024;22,875;47;28,1525;834,75;22,875;10,9175;16,02543093;10,25;16;11,25;0;936,1;0
14;03/06/2024;24,25;41;30,4875;837;24,25;10,125;16,20762503;8,75;15;112,5;0;935,55;0
15;03/06/2024;25,475;36;32,725;792,75;25,475;9,295;16,32512714;5,75;11,5;157,5;0;935,025;0
16;03/06/2024;26,37392956;33;34,76;506,25;26,525;8,9325;16,57713882;4,25;11;112,5;0;934,475;0
17;03/06/2024;26,77868151;34,5;35,8125;562,5;27,05;10,0625;17,23077506;4,75;11,25;78,75;0;934,025;0
18;03/06/2024;26,825;33,25;35,35;420;26,825;9,3025;16,8374901;6,5;12,25;90;0;933,55;0
19;03/06/2024;25,5;37,5;32,78;271,5;25,5;9,895;16,5809485;10,25;16;0;0;933,525;0
20;03/06/2024;23,475;43,75;29,1625;54,75;23,475;10,385;16,01290132;11;16,75;0;0;933,9;0
21;03/06/2024;20,325;55,25;24,2325;10,5;20,325;10,9875;15,04066567;10;15,25;61,875;0;934,4;0
22;03/06/2024;17,45;64,5;20,3675;0;17,45;10,63;13,68418548;7,5;12;33,75;0;935,025;0
23;03/06/2024;15,25;73,25;17,8;0;15,25;10,4425;12,64405292;9,75;14,25;28,125;0;935,75;0
0;04/06/2024;13,65;78,75;16,115;0;13,65;9,99;11,70568485;9,75;14,75;33,75;0;935,95;0
1;04/06/2024;12,525;82,5;15,015;0;12,525;9,5975;10,99348279;6,25;11;135;0;936,075;0
2;04/06/2024;11,75;85;14,295;0;11,75;9,2825;10,47713667;6,25;11,5;33,75;0;935,9;0
3;04/06/2024;11;87,75;13,6325;0;11;9,025;9,991457471;4,5;8;0;0;935,425;0
4;04/06/2024;10,475;89,75;13,185;0;10,475;8,8425;9,648319552;4,25;6,75;22,5;0,75;935,175;0
5;04/06/2024;9,675;91,75;12,53;0;9,675;8,3825;9,030804905;1,5;3,75;56,25;18;935,025;0
6;04/06/2024;8,625;92,75;11,71;0,75;8,625;7,505;8,081400461;0,75;2,25;146,25;18,75;935,075;0
7;04/06/2024;9,375;90,25;12,305;66,75;9,375;7,83;8,611998722;1;2,5;56,25;23,75;935,225;0
8;04/06/2024;12,05;82,25;14,5825;237;12,05;9,08;10,51723143;3;5,5;16,875;0;935,35;0
9;04/06/2024;14,575;75,5;17,07;408,75;14,575;10,25;12,24987475;3,25;7,25;56,25;0;935,3;0
10;04/06/2024;17,15;67,5;20,005;566,25;17,15;11,03;13,75193999;2,5;6;78,75;0;935,175;0
11;04/06/2024;19,775;59,75;23,46;699;19,775;11,6575;15,14064632;2,5;5,5;90;0;934,875;0
12;04/06/2024;22,825;48,75;28,075;794,25;22,825;11,405;16,22766713;3;6,75;225;0;934,6;0
13;04/06/2024;25,6;41;32,98;823,5;25,6;11,34;17,24510077;3,75;9,75;191,25;0;934,225;0
14;04/06/2024;26,71537308;37,5;35,615;717;26,95;11,16;17,67301796;4;9,5;168,75;0;933,8;0
15;04/06/2024;27,80056362;30,5;39,7025;784,5;28,875;9,835;17,80254566;3,5;10;202,5;0;933,25;0
16;04/06/2024;28,09910997;29,5;40,6675;552;29,3;9,715;17,90472056;3,75;9,25;112,5;0;932,975;0
17;04/06/2024;28,33597477;30;41,185;395,25;29,525;10,1525;18,16538177;3;7,75;230,625;0;932,75;0
18;04/06/2024;28,32133639;29,25;41,2975;474;29,575;9,8225;18,0461636;3,5;8,25;180;0;932,45;0
19;04/06/2024;28,16566058;28,75;40,955;279,75;29,425;9,44;17,83956488;2,75;8;225;0;932,3;0
20;04/06/2024;26,84098731;33,5;36,375;66;27,325;9,845;17,24015019;1,25;4,25;180;0;932,45;0
21;04/06/2024;24,925;41,75;31,75;24,75;24,925;10,965;16,81976397;0,25;1,25;0;0;932,525;0
22;04/06/2024;20,45;57;24,42;0;20,45;11,55;15,35925938;0;1,75;0;0;932,85;0
23;04/06/2024;18,025;65;21,0825;0;18,025;11,3025;14,25307984;0,5;2;22,5;0;933,525;0
0;05/06/2024;16,3;69;18,98;0;16,3;10,5575;13,15588564;0,5;1,5;22,5;0;933,8;0
1;05/06/2024;15,375;72,75;17,93;0;15,375;10,4675;12,71108623;0,75;2,75;45;0;934,25;0
2;05/06/2024;14,45;77,75;16,9325;0;14,45;10,5775;12,35597625;0,25;1;101,25;0;934,425;0
3;05/06/2024;13,575;80,5;16,0375;0;13,575;10,25;11,79947834;0;0,75;11,25;0;934,375;0
4;05/06/2024;12,475;84,5;14,9675;0;12,475;9,905;11,12289552;0;0;90;0;934,275;0
5;05/06/2024;11,65;87,5;14,205;0;11,65;9,62;10,59596402;0;0;78,75;1;934,275;0
6;05/06/2024;10,975;88,5;13,6125;0,75;10,975;9,125;10,02961098;0;0,25;67,5;4,25;934,55;0
7;05/06/2024;11,85;84,25;14,41;60,75;11,85;9,23;10,49336325;0,25;1,25;45;0,5;935,05;0
8;05/06/2024;15,3;72,25;17,875;228;15,3;10,28;12,58296772;1;2,75;67,5;0;935,275;0
9;05/06/2024;18,65;64,5;21,91;411;18,65;11,7775;14,74825406;2;4,5;163,125;0;935,6;0
10;05/06/2024;20,825;61;24,95;540,75;20,825;12,985;16,22038547;4,75;8,75;157,5;0;935,625;0
11;05/06/2024;23,5;56,5;29,2;556,5;23,5;14,3225;17,91350232;5,25;8,75;168,75;0;935,45;0
12;05/06/2024;26,07529687;46,75;33,95;774,75;26,1;13,7725;18,57139928;4;9,25;135;0;935,275;0
13;05/06/2024;27,57728348;40,25;37,525;808,5;27,875;13,1325;18,88623307;4,5;10;157,5;0;935,025;0
14;05/06/2024;28,60721565;38;40,3775;825;29,175;13,425;19,46920861;6;13,75;213,75;0;934,8;0
15;05/06/2024;28,93533745;35,5;41,66;603;29,725;12,835;19,3881149;6,75;14;191,25;0;934,2;0
16;05/06/2024;29,56819535;32;43,85;630,75;30,65;12,115;19,38001983;5,5;12,25;101,25;0;933,7;0
17;05/06/2024;29,62768685;30,5;44,3425;286,5;30,85;11,5625;19,20832333;5,5;11,75;168,75;0;933,2;0
18;05/06/2024;29,82896341;29;45,16;298,5;31,175;11,0925;19,11856597;5;11,75;213,75;0;932,55;0
19;05/06/2024;29,74456758;29,25;44,905;225;31,075;11,12;19,09616985;2,5;7,75;213,75;0;932,2;0
20;05/06/2024;28,41660079;30,25;41,34;96,75;29,575;10,3125;18,23979936;2;5,5;146,25;0;932,3;0
21;05/06/2024;26,11872892;39,25;34,325;21,75;26,275;11,255;17,44826555;0,75;2;202,5;0;932,625;0
22;05/06/2024;22,125;52;26,9575;0;22,125;11,7475;16,11048249;0,25;1,25;157,5;0;933,25;0
23;05/06/2024;20,175;60;23,9875;0;20,175;12,115;15,52948935;0,75;2,5;90;0;933,975;0
0;06/06/2024;18,45;68,75;21,6325;0;18,45;12,5575;15,05925777;0;1,75;101,25;0;934,275;0
1;06/06/2024;16,925;73,75;19,7275;0;16,925;12,17;14,23212429;0,5;1,5;135;0;934,175;0
2;06/06/2024;15,675;77,25;18,265;0;15,675;11,6675;13,44455078;0;2;123,75;0;934;0
3;06/06/2024;14,525;83;17,015;0;14,525;11,6425;12,93283992;0;0,25;22,5;0;934;0
4;06/06/2024;13,825;85,5;16,285;0;13,825;11,41;12,50451641;0;0,5;67,5;0;933,9;0
5;06/06/2024;13,2;88;15,665;0;13,2;11,235;12,13184853;0;0;180;4,25;934;0
6;06/06/2024;12,4;91,25;14,8925;0,75;12,4;10,9975;11,64629768;0;0,75;101,25;19,75;934,2;0
7;06/06/2024;13,05;88,75;15,5325;59,25;13,05;11,2;12,04567848;0;1;101,25;11;934,575;0
8;06/06/2024;16,375;77,75;19,09;214,5;16,375;12,4475;14,1445623;0,75;2,25;45;0;934,875;0
9;06/06/2024;19,725;68,5;23,3875;398,25;19,725;13,71;16,16678779;2,5;5,25;95,625;0;935,025;0
10;06/06/2024;23,325;56,5;28,905;561,75;23,325;14,1625;17,7636917;1,5;4,75;174,375;0;934,975;0
11;06/06/2024;25,8;51,75;33,36;702,75;25,8;15,105;19,1359341;2,5;5,75;157,5;0;934,9;0
12;06/06/2024;27,87365253;40,75;38,18;747,75;28,175;13,565;19,19589168;4,5;9,5;168,75;0;934,925;0
13;06/06/2024;28,36185812;36,5;40,1;671,25;29,05;12,685;19,0877953;6;11,5;180;0;934,85;0
14;06/06/2024;29,01022677;34;42,115;582,75;29,925;12,395;19,25899141;7,75;13,75;185,625;0;934,7;0
15;06/06/2024;30,23567932;32,25;45,345;611,25;31,25;12,7625;19,86611315;5;12,25;67,5;0;934,275;0
16;06/06/2024;31,25429548;30,75;48,0475;560,25;32,3;12,95;20,29691164;3;7,5;202,5;0;933,85;0
17;06/06/2024;30,72111551;32,5;46,3575;296,25;31,65;13,2375;20,20657927;3,75;9,5;168,75;0;933,325;0
18;06/06/2024;30,4797457;31,25;46,1575;285;31,575;12,57;19,88572365;2,25;5,25;202,5;0;933,075;0
19;06/06/2024;30,5991899;31,75;46,3025;217,5;31,625;12,83;20,02027292;1,5;4,75;101,25;0;932,95;0
20;06/06/2024;29,37931368;35,75;42,6175;99;30,125;13,3025;19,72978615;1;3;180;0;933,125;0
21;06/06/2024;27,03376645;47,75;35,7475;20,25;27;14,935;19,45635901;0,25;1,5;78,75;0;933,075;0
22;06/06/2024;23,975;53;30,02;0;23,975;13,7625;17,79778932;0,5;2,75;101,25;0;933,475;0
23;06/06/2024;22,225;61;27,08;0;22,225;14,315;17,43958186;0,25;2;191,25;0;934,425;0
0;07/06/2024;21,825;61,5;26,4525;0;21,825;14,0575;17,15683551;2,25;6,75;112,5;0;934,925;0
1;07/06/2024;20,975;65;25,1525;0;20,975;14,105;16,86188643;1,5;4,75;67,5;0;934,975;0
2;07/06/2024;20,825;72;24,93;0;20,825;15,5425;17,59268887;3;8;112,5;12;935,75;0
3;07/06/2024;20,85;69;24,9825;0;20,85;14,88;17,23771739;2,5;6,5;157,5;27,25;935,525;0,1
4;07/06/2024;19,825;76,5;23,495;0;19,825;15,54;17,21105718;2;5,75;22,5;0;934,75;0
5;07/06/2024;18,8;81,75;22,09;0;18,8;15,585;16,84692621;2,25;4,25;196,875;0,25;934,95;0
6;07/06/2024;18,2;85,25;21,3;0,75;18,2;15,6625;16,66278599;2,25;4,75;90;0;935,575;0
7;07/06/2024;17,975;86,25;21,0175;22,5;17,975;15,6275;16,55390042;4,75;9;11,25;0;935,875;0
8;07/06/2024;18,2;85;21,3025;81;18,2;15,62;16,63569751;5;8;22,5;0;935,8;0
9;07/06/2024;19,95;78,25;23,6875;231;19,95;16,0175;17,52775793;6,25;9,75;33,75;0;935,65;0
10;07/06/2024;22,375;69,25;27,3475;403,5;22,375;16,4275;18,64698412;8;11,75;39,375;0;934,95;0
11;07/06/2024;25,175;61;32,1975;573;25,175;17,095;19,99459077;8,25;12,25;33,75;0;934,775;0
12;07/06/2024;28,91824097;50,5;38,6325;613,5;28,375;17,0725;21,04427978;8,75;13,25;22,5;0;934,6;0
13;07/06/2024;29,67911953;43,25;41,47;678,75;29,65;15,785;20,79627687;9,25;17,5;22,5;0;934,025;0
14;07/06/2024;30,45272371;32,5;45,775;783,75;31,425;13,0225;20,03963234;8,25;14,25;45;0;933,325;0
15;07/06/2024;31,09923851;29,25;48,105;724,5;32,325;12,2275;19,98328163;9,25;17;28,125;0;932,375;0
16;07/06/2024;31,63090475;29,25;49,31;609;32,775;12,62;20,29731773;9,25;16,75;22,5;0;931,5;0
17;07/06/2024;31,81891238;38;47,0525;331,5;31,9;15,8475;21,51242581;12;18,5;90;0;930,975;0
18;07/06/2024;30,10713002;40;43,135;351;30,35;15,27;20,73058638;14,25;21;16,875;0;930,65;0
19;07/06/2024;29,71034831;45,5;41,07;235,5;29,475;16,475;21,06546651;13,25;18,5;11,25;0;930,475;0
20;07/06/2024;28,02319657;48,25;37,215;81;27,725;15,7975;20,13986409;11,75;17,75;33,75;0;930,4;0
21;07/06/2024;26,2;50;34,1225;18;26,2;14,935;19,17585372;10,75;16;39,375;0;930,025;0
22;07/06/2024;24,6;55;31,11;0;24,6;14,9425;18,61992755;8,75;13,75;11,25;0;930,575;0
23;07/06/2024;22,3;66,5;27,235;0;22,3;15,7;18,20846531;12,25;18;163,125;0;931,675;0
0;08/06/2024;20,4;72;24,31;0;20,4;15,1525;17,20923155;14,25;22,5;95,625;0;932,475;0
1;08/06/2024;18,675;75,5;21,92;0;18,675;14,23;16,03517824;14,5;21;16,875;0;932,65;0
2;08/06/2024;17,875;79,75;20,8875;0;17,875;14,3025;15,75948988;8,25;14;22,5;0;932,325;0
3;08/06/2024;16,975;84;19,7775;0;16,975;14,2275;15,35861482;8,5;12,75;33,75;0;931,675;0
4;08/06/2024;16,6;86,75;19,33;0;16,6;14,365;15,28373221;7,5;12;33,75;0;931;0
5;08/06/2024;16,35;85,5;19,04;0;16,35;13,89;14,91594442;5;8,5;129,375;0,25;930,775;0
6;08/06/2024;14,8;91;17,305;0,75;14,8;13,33;13,95923938;0,5;2;22,5;8,25;930,875;0
7;08/06/2024;14,725;92,25;17,23;36;14,725;13,465;14,00356232;0,25;1,75;67,5;5,75;930,775;0
8;08/06/2024;16,875;84,75;19,6625;126,75;16,875;14,265;15,3377532;4,25;7;56,25;0;930,75;0
9;08/06/2024;18,9;78,25;22,2525;303;18,9;14,9925;16,54119949;5,25;8,75;28,125;0;930,55;0
10;08/06/2024;20,475;74,75;24,44;323,25;20,475;15,805;17,59779989;2,5;5,25;168,75;0;930,275;0
11;08/06/2024;23,15;64,75;28,6125;612,75;23,15;16,115;18,73820588;4,5;9,25;185,625;0;930,15;0
12;08/06/2024;23,775;61,5;29,6575;393,75;23,775;15,905;18,84455893;6,5;13,25;180;0;930,125;0
13;08/06/2024;22,1;68,5;26,8875;129,75;22,1;15,9975;18,30197479;8,25;13,75;168,75;3,75;930,575;0
14;08/06/2024;21,975;70,5;26,6875;225;21,975;16,34;18,45018351;8,25;12,75;157,5;4;930,55;0
15;08/06/2024;21,475;71,75;25,91;194,25;21,475;16,1325;18,15195706;6;12,25;129,375;15,5;930,125;0
16;08/06/2024;23,275;54,5;28,81;429;23,275;13,5075;17,41057519;7,25;13;196,875;0;929,05;0
17;08/06/2024;22,1;56;26,8825;161,25;22,1;12,875;16,64353336;6,5;11,75;123,75;0;928,6;0
18;08/06/2024;21,675;55,75;26,22;88,5;21,675;12,405;16,25039376;4,5;7,75;28,125;0;929,15;0
19;08/06/2024;20,55;65,25;24,5375;134,25;20,55;13,675;16,4801921;7,25;13;123,75;0;929,375;0
20;08/06/2024;18,5;78,75;21,7075;84,75;18,5;14,695;16,22173823;12,25;18,75;11,25;0;929,8;0
21;08/06/2024;16,275;85,25;18,95;21,75;16,275;13,775;14,81963781;12;18,25;50,625;0;930,275;0
22;08/06/2024;15,75;86;18,3475;0;15,75;13,39;14,39281222;5,75;9,75;101,25;0;930,825;0
23;08/06/2024;15,325;91,25;17,8775;0;15,325;13,885;14,4917967;5,5;8,25;11,25;13,25;931,55;0,1
0;09/06/2024;14,9;94,75;17,41;0;14,9;14,0575;14,41142144;5,25;8,25;5,625;43;931,175;0,05
1;09/06/2024;14,825;94;17,3275;0;14,825;13,855;14,26723348;5;8;45;28,5;930,875;0
2;09/06/2024;14,8;93;17,3025;0;14,8;13,6675;14,14881389;5,75;9,25;11,25;13,5;930,775;0
3;09/06/2024;14,525;91,25;17,01;0;14,525;13,1;13,71586654;8,5;14;11,25;2,5;930,95;0
4;09/06/2024;13,825;92,25;16,2875;0;13,825;12,575;13,12361415;8,5;12,25;106,875;12,5;930,85;0,05
5;09/06/2024;13,375;94,5;15,835;0;13,375;12,5;12,88725204;5,25;8,75;33,75;28,75;930,675;0,2
6;09/06/2024;13,45;94;15,91;0;13,45;12,49;12,91624649;4,75;9,25;39,375;28,25;930,825;0,05
7;09/06/2024;13,1;94,5;15,5625;12,75;13,1;12,23;12,61662636;6,5;10,75;33,75;29,5;931,075;0,15
8;09/06/2024;13,175;90,75;15,635;28,5;13,175;11,6825;12,355646;6,5;12,25;33,75;4;931,175;0
9;09/06/2024;13,6;88,75;16,06;74,25;13,6;11,76;12,58551878;4,75;8,75;45;0,25;931,6;0
10;09/06/2024;15,175;82,25;17,715;280,5;15,175;12,1425;13,47406804;11,75;18;33,75;0;931,5;0
11;09/06/2024;16,2;77,75;18,8675;316,5;16,2;12,2775;13,98218538;12;17,75;157,5;0;931,925;0
12;09/06/2024;16,55;76;19,27;219;16,55;12,2725;14,12568542;10,5;16,25;33,75;0;932,025;0
13;09/06/2024;16,7;73,5;19,45;258;16,7;11,9025;13,99935246;11,75;18,25;16,875;0;932,25;0
14;09/06/2024;16,925;73;19,7175;292,5;16,925;12,0175;14,15161734;9,75;14,25;22,5;0;932,475;0
15;09/06/2024;18,725;67;21,995;486;18,725;12,4275;15,09896403;10,75;17;39,375;0;932,125;0
16;09/06/2024;19,425;64,25;22,9325;490,5;19,425;12,4575;15,39747442;10,75;16,75;112,5;0;931,9;0
17;09/06/2024;20,475;59,75;24,42;588;20,475;12,3425;15,75398357;12;19,75;33,75;0;931,525;0
18;09/06/2024;20,4;59,75;24,335;370,5;20,4;12,2675;15,68463457;11,25;17,25;0;0;931,475;0
