hour;date;Contenido volumetrico (10 cm);Contenido volumetrico (20 cm);Contenido volumetrico (40 cm);Contenido volumetrico (60 cm);Agua util;Temperatura en suelo (10 cm);Temperatura en suelo (20 cm);Temperatura en suelo (40 cm);Temperatura en suelo (60 cm)
1;12/06/2024;18,1;24,9;30,7;32,3;55,9080745;19,775;20,575;20,375;19,4
2;12/06/2024;18;24,875;30,7;32,3;55,8830745;19,475;20,35;20,4;19,4
3;12/06/2024;18;24,825;30,7;32,3;55,8330745;19,225;20,2;20,4;19,475
4;12/06/2024;17,9;24,8;30,7;32,3;55,8080745;18,9;19,975;20,4;19,5
5;12/06/2024;17,875;24,8;30,7;32,3;55,8080745;18,575;19,825;20,4;19,5
6;12/06/2024;17,8;24,8;30,625;32,3;55,6955745;18,275;19,6;20,4;19,5
7;12/06/2024;17,775;24,725;30,6;32,3;55,5830745;17,975;19,375;20,325;19,5
8;12/06/2024;17,7;24,7;30,6;32,3;55,5580745;17,85;19,2;20,3;19,5
9;12/06/2024;17,7;24,7;30,6;32,3;55,5580745;17,85;19,025;20,275;19,5
10;12/06/2024;17,6;24,65;30,6;32,3;55,5080745;18,15;18,9;20,175;19,5
11;12/06/2024;17,5;24,6;30,6;32,275;55,4080745;18,475;18,9;20,1;19,5
12;12/06/2024;17,425;24,55;30,6;32,25;55,3080745;18,925;18,925;20,05;19,5
13;12/06/2024;17,35;24,475;30,6;32,2;55,1330745;19,775;19,1;19,95;19,5
14;12/06/2024;17,15;24,375;30,575;32,2;54,9955745;20,275;19,35;19,9;19,5
15;12/06/2024;17,025;24,3;30,5;32,2;54,8080745;20,4;19,525;19,9;19,475
16;12/06/2024;16,85;24,2;30,5;32,2;54,7080745;20,65;19,675;19,9;19,4
17;12/06/2024;16,775;24,1;30,5;32,2;54,6080745;21,125;19,85;19,9;19,4
18;12/06/2024;16,7;24,075;30,5;32,2;54,5830745;21,975;20,05;19,9;19,4
19;12/06/2024;16,6;24;30,5;32,2;54,5080745;22,4;20,35;19,9;19,4
20;12/06/2024;16,5;24;30,5;32,2;54,5080745;22,175;20,625;19,9;19,4
21;12/06/2024;16,375;24;30,5;32,2;54,5080745;21,425;20,7;20;19,4
22;12/06/2024;16,3;23,975;30,5;32,175;54,4330745;20,625;20,625;20,1;19,4
23;12/06/2024;16,25;23,925;30,5;32,125;54,2830745;20,025;20,475;20,1;19,4
0;13/06/2024;16,2;23,9;30,5;32,15;54,3080745;19,55;20,3;20,15;19,4
1;13/06/2024;16,15;23,9;30,5;32,125;54,2580745;19,075;20,1;20,2;19,4
2;13/06/2024;16,1;23,9;30,5;32,1;54,2080745;18,7;19,85;20,2;19,4
3;13/06/2024;16,075;23,8;30,5;32,1;54,1080745;18,325;19,675;20,2;19,4
4;13/06/2024;16;23,8;30,5;32,1;54,1080745;17,95;19,4;20,2;19,4
5;13/06/2024;16;23,8;30,475;32,1;54,0705745;17,65;19,175;20,175;19,4
6;13/06/2024;15,95;23,8;30,4;32,1;53,9580745;17,325;18,95;20,1;19,4
7;13/06/2024;15,9;23,7;30,4;32,1;53,8580745;17,025;18,725;20,1;19,4
8;13/06/2024;15,9;23,7;30,4;32,1;53,8580745;16,875;18,475;20;19,4
9;13/06/2024;15,9;23,7;30,4;32,125;53,9080745;17,225;18,325;19,9;19,4
10;13/06/2024;15,9;23,675;30,4;32,125;53,8830745;18,425;18,35;19,85;19,4
11;13/06/2024;15,9;23,6;30,4;32,1;53,7580745;19,625;18,6;19,8;19,4
12;13/06/2024;15,9;23,55;30,4;32,1;53,7080745;21,175;19;19,7;19,4
13;13/06/2024;15,85;23,5;30,4;32,1;53,6580745;22,575;19,55;19,625;19,35
14;13/06/2024;15,725;23,4;30,4;32,1;53,5580745;22,775;20,125;19,6;19,3
15;13/06/2024;15,55;23,325;30,4;32,1;53,4830745;22,575;20,4;19,675;19,3
16;13/06/2024;15,45;23,275;30,35;32,1;53,3580745;22,6;20,625;19,75;19,3
17;13/06/2024;15,4;23,2;30,325;32,1;53,2455745;23;20,8;19,8;19,3
18;13/06/2024;15,375;23,1;30,3;32,1;53,1080745;23,675;21,025;19,875;19,3
19;13/06/2024;15,3;23,1;30,3;32,1;53,1080745;23,875;21,325;19,925;19,3
20;13/06/2024;15,2;23,1;30,3;32,1;53,1080745;23,55;21,55;20,05;19,3
21;13/06/2024;15,1;23,075;30,3;32,1;53,0830745;22,975;21,6;20,125;19,3
22;13/06/2024;15,1;23,025;30,3;32,1;53,0330745;22,45;21,6;20,25;19,3
23;13/06/2024;15;23;30,3;32,075;52,9580745;22;21,55;20,325;19,3
0;14/06/2024;15;23;30,3;32,075;52,9580745;21,55;21,425;20,4;19,3
1;14/06/2024;14,925;23;30,3;32,05;52,9080745;21,125;21,3;20,45;19,3
2;14/06/2024;14,9;23;30,3;32;52,8080745;20,75;21,125;20,55;19,3
3;14/06/2024;14,9;23;30,3;32,05;52,9080745;20,375;20,925;20,6;19,3
4;14/06/2024;14,825;22,925;30,3;32,025;52,7830745;20,05;20,775;20,6;19,375
5;14/06/2024;14,8;22,9;30,3;32;52,7080745;19,825;20,575;20,6;19,4
6;14/06/2024;14,8;22,9;30,3;32;52,7080745;19,525;20,375;20,6;19,4
7;14/06/2024;14,8;22,9;30,3;32;52,7080745;19,25;20,225;20,6;19,4
8;14/06/2024;14,75;22,85;30,3;32,075;52,8080745;19,15;20,025;20,6;19,4
9;14/06/2024;14,725;22,8;30,3;32,05;52,7080745;19,525;19,9;20,5;19,425
10;14/06/2024;14,8;22,75;30,3;32,05;52,6580745;20,3;19,925;20,45;19,475
11;14/06/2024;14,75;22,7;30,3;32;52,5080745;20,975;20,075;20,4;19,5
12;14/06/2024;14,725;22,625;30,3;32;52,4330745;22,275;20,35;20,4;19,5
13;14/06/2024;14,7;22,6;30,225;32;52,2955745;23,525;20,75;20,4;19,5
14;14/06/2024;14,6;22,5;30,225;32;52,1955745;23,675;21,225;20,4;19,5
15;14/06/2024;14,525;22,475;30,2;32;52,1330745;23,6;21,475;20,4;19,5
16;14/06/2024;14,425;22,4;30,2;32;52,0580745;23,6;21,65;20,425;19,5
17;14/06/2024;14,4;22,375;30,2;32;52,0330745;23,75;21,825;20,525;19,5
18;14/06/2024;14,4;22,3;30,2;32;51,9580745;24,25;21,975;20,6;19,5
19;14/06/2024;14,35;22,3;30,2;32;51,9580745;24,5;22,175;20,65;19,5
20;14/06/2024;14,3;22,3;30,2;32;51,9580745;24,275;22,375;20,775;19,5
21;14/06/2024;14,2;22,3;30,2;32;51,9580745;23,675;22,4;20,825;19,5
22;14/06/2024;14,2;22,3;30,2;32;51,9580745;23,025;22,375;20,9;19,575
23;14/06/2024;14,1;22,3;30,2;32;51,9580745;22,375;22,25;20,975;19,6
0;15/06/2024;14,1;22,25;30,2;32;51,9080745;21,95;22,05;21,075;19,6
1;15/06/2024;14,05;22,2;30,2;31,975;51,8080745;21,55;21,875;21,1;19,6
2;15/06/2024;14;22,2;30,2;31,975;51,8080745;21,125;21,675;21,1;19,6
3;15/06/2024;14;22,2;30,2;31,975;51,8080745;20,625;21,475;21,125;19,65
4;15/06/2024;13,9;22,2;30,2;31,95;51,7580745;20,125;21,225;21,175;19,7
5;15/06/2024;13,9;22,1;30,2;31,975;51,7292319;19,625;20,925;21,1;19,725
6;15/06/2024;13,9;22,1;30,2;31,9;51,5792319;19,175;20,675;21,1;19,8
7;15/06/2024;13,825;22,1;30,2;31,9;51,5792319;18,825;20,375;21,1;19,8
8;15/06/2024;13,8;22,1;30,2;31,975;51,7292319;18,6;20,1;21,025;19,8
9;15/06/2024;13,825;22;30,2;32;51,7792319;18,9;19,9;20,925;19,8
10;15/06/2024;13,9;22;30,2;31,95;51,6792319;19,9;19,875;20,875;19,8
11;15/06/2024;13,925;22;30,15;31,925;51,5542319;20,8;20,025;20,8;19,8
12;15/06/2024;14;22;30,1;31,9;51,4292319;22,1;20,35;20,725;19,8
13;15/06/2024;14;21,975;30,1;31,9;51,4292319;23,325;20,775;20,65;19,8
14;15/06/2024;13,975;21,9;30,1;31,9;51,4292319;23,525;21,225;20,6;19,8
15;15/06/2024;13,9;21,9;30,1;31,9;51,4292319;23,325;21,45;20,625;19,8
16;15/06/2024;13,85;21,9;30,1;31,9;51,4292319;23,325;21,6;20,7;19,8
17;15/06/2024;13,8;21,8;30,1;31,9;51,4292319;23,8;21,75;20,775;19,8
18;15/06/2024;13,9;21,8;30,1;31,9;51,4292319;24,75;21,975;20,8;19,8
19;15/06/2024;13,85;21,8;30,1;31,9;51,4292319;25,35;22,3;20,85;19,8
20;15/06/2024;13,775;21,8;30,1;31,9;51,4292319;25,175;22,6;20,9;19,8
21;15/06/2024;13,7;21,8;30,05;31,9;51,3542319;24,25;22,7;20,975;19,8
22;15/06/2024;13,6;21,8;30,1;31,9;51,4292319;23,4;22,65;21,1;19,8
23;15/06/2024;13,6;21,8;30,1;31,9;51,4292319;22,625;22,5;21,15;19,8
0;16/06/2024;13,5;21,8;30,1;31,9;51,4292319;22;22,3;21,275;19,8
1;16/06/2024;13,5;21,75;30,1;31,9;51,4292319;21,45;22,025;21,3;19,8
2;16/06/2024;13,5;21,7;30,1;31,9;51,4292319;21,1;21,825;21,3;19,8
3;16/06/2024;13,425;21,7;30,1;31,9;51,4292319;20,75;21,6;21,375;19,825
4;16/06/2024;13,4;21,7;30,1;31,9;51,4292319;20,325;21,35;21,35;19,9
5;16/06/2024;13,4;21,7;30,025;31,9;51,3167319;19,95;21,1;21,3;19,9
6;16/06/2024;13,35;21,625;30;31,9;51,2792319;19,575;20,85;21,3;19,9
7;16/06/2024;13,3;21,6;30,025;31,9;51,3167319;19,3;20,6;21,3;19,9
8;16/06/2024;13,3;21,6;30;31,9;51,2792319;19,1;20,375;21,225;19,9
9;16/06/2024;13,35;21,6;30;31,9;51,2792319;19,525;20,25;21,1;19,9
10;16/06/2024;13,4;21,6;30;31,9;51,2792319;20,65;20,25;21,075;19,925
11;16/06/2024;13,5;21,6;30;31,9;51,2792319;21,7;20,475;20,975;19,9
12;16/06/2024;13,55;21,575;30;31,875;51,2292319;23,075;20,85;20,9;19,9
13;16/06/2024;13,6;21,525;30;31,8;51,0792319;24,35;21,35;20,9;19,9
14;16/06/2024;13,525;21,5;30;31,8;51,0792319;24,525;21,8;20,9;19,9
15;16/06/2024;13,5;21,5;29,975;31,8;51,0417319;24,425;22,1;20,9;19,9
16;16/06/2024;13,45;21,5;29,95;31,8;51,0042319;24,425;22,275;20,95;19,9
17;16/06/2024;13,45;21,5;29,9;31,8;50,9292319;24,85;22,425;21,05;19,9
18;16/06/2024;13,475;21,5;29,9;31,8;50,9292319;25,625;22,675;21,1;19,9
19;16/06/2024;13,4;21,5;29,9;31,8;50,9292319;25,95;22,975;21,175;19,9
20;16/06/2024;13,375;21,5;29,9;31,8;50,9292319;25,725;23,225;21,3;19,9
21;16/06/2024;13,3;21,5;29,9;31,8;50,9292319;24,95;23,3;21,35;19,9
22;16/06/2024;13,25;21,5;29,9;31,8;50,9292319;24,1;23,275;21,425;19,9
23;16/06/2024;13,2;21,5;29,9;31,8;50,9292319;23,425;23,075;21,55;19,9
0;17/06/2024;13,1;21,475;29,9;31,8;50,9292319;22,8;22,875;21,6;20
1;17/06/2024;13,1;21,4;29,9;31,8;50,9292319;22,275;22,675;21,675;20
2;17/06/2024;13,1;21,4;29,9;31,8;50,9292319;21,875;22,4;21,7;20,025
3;17/06/2024;13,05;21,4;29,9;31,8;50,9292319;21,5;22,2;21,8;20,1
4;17/06/2024;13;21,4;29,9;31,8;50,9292319;21,15;21,975;21,8;20,1
5;17/06/2024;13;21,325;29,9;31,8;50,9292319;20,75;21,725;21,75;20,1
6;17/06/2024;13;21,3;29,9;31,8;50,9292319;20,425;21,475;21,7;20,1
7;17/06/2024;13,075;21,3;29,9;31,8;50,9292319;20,175;21,275;21,625;20,175
8;17/06/2024;13,6;21,3;29,9;31,8;50,9292319;20;21,025;21,6;20,2
9;17/06/2024;14,65;21,3;29,9;31,8;50,9292319;20,25;20,875;21,55;20,2
10;17/06/2024;18,9;21,5;29,9;31,8;50,9292319;21,125;20,85;21,425;20,2
11;17/06/2024;21,4;22,65;29,9;31,8;51,48836385;21,9;21,025;21,4;20,2
12;17/06/2024;22,95;24,375;29,875;31,8;53,9744171;22,9;21,325;21,325;20,2
13;17/06/2024;24,2;25,65;29,8;31,8;56,3869171;23,975;21,75;21,3;20,2
14;17/06/2024;24,8;26,75;29,85;31,8;58,1619171;24,275;22,15;21,3;20,2
15;17/06/2024;24,9;27,4;30,15;31,725;59,2119171;24,05;22,425;21,3;20,2
16;17/06/2024;24,375;27,375;30,45;31,725;59,1119171;23,925;22,575;21,4;20,2
17;17/06/2024;23,95;27,175;30,5;31,725;58,5619171;24,075;22,625;21,4;20,2
18;17/06/2024;23,675;27,1;30,5;31,725;58,2119171;24,1;22,775;21,5;20,2
19;17/06/2024;23,45;27;30,5;31,8;58,0369171;23,95;22,825;21,6;20,2
20;17/06/2024;23,3;26,925;30,5;31,8;57,8119171;23,6;22,9;21,6;20,2
21;17/06/2024;23,15;26,9;30,5;31,8;57,6369171;23,275;22,85;21,675;20,2
22;17/06/2024;23,05;26,85;30,5;31,8;57,4869171;22,975;22,8;21,775;20,25
23;17/06/2024;22,95;26,8;30,5;31,8;57,3369171;22,775;22,725;21,8;20,3
0;18/06/2024;22,875;26,75;30,5;31,8;57,2119171;22,525;22,6;21,8;20,3
1;18/06/2024;22,8;26,7;30,5;31,8;57,0869171;22,3;22,5;21,9;20,3
2;18/06/2024;22,7;26,675;30,5;31,8;56,9619171;22,025;22,375;21,9;20,3
3;18/06/2024;22,6;26,6;30,5;31,8;56,7869171;21,8;22,275;21,9;20,3
4;18/06/2024;22,55;26,6;30,5;31,8;56,7369171;21,55;22,1;21,9;20,3
5;18/06/2024;22,5;26,525;30,5;31,8;56,6119171;21,375;21,925;21,9;20,4
6;18/06/2024;22,4;26,5;30,5;31,8;56,4869171;21,175;21,825;21,9;20,4
7;18/06/2024;22,4;26,5;30,5;31,875;56,6369171;21;21,65;21,825;20,4
8;18/06/2024;22,3;26,425;30,5;31,9;56,5119171;20,9;21,55;21,8;20,4
9;18/06/2024;22,275;26,4;30,5;31,9;56,4619171;21,025;21,4;21,8;20,4
10;18/06/2024;22,175;26,35;30,5;31,9;56,31720645;21,25;21,4;21,75;20,4
11;18/06/2024;22,1;26,3;30,425;31,9;56,0955745;21,1;21,325;21,7;20,4
12;18/06/2024;21,975;26,2;30,4;31,9;55,9580745;21,125;21,3;21,6;20,4
13;18/06/2024;21,85;26,125;30,4;31,9;55,8830745;21,725;21,3;21,6;20,4
14;18/06/2024;21,7;26,05;30,4;31,9;55,8080745;21,975;21,4;21,6;20,4
15;18/06/2024;21,575;26;30,4;31,85;55,6580745;21,95;21,525;21,5;20,4
16;18/06/2024;21,5;26;30,4;31,9;55,7580745;21,775;21,6;21,5;20,4
17;18/06/2024;21,7;25,95;30,4;31,95;55,8080745;21,425;21,575;21,5;20,4
18;18/06/2024;21,875;25,9;30,4;31,925;55,7080745;21,225;21,45;21,5;20,4
19;18/06/2024;21,9;25,9;30,4;31,9;55,6580745;21,525;21,4;21,5;20,4
20;18/06/2024;21,9;25,9;30,4;31,9;55,6580745;21,75;21,4;21,45;20,4
21;18/06/2024;21,85;25,9;30,4;31,9;55,6580745;21,425;21,4;21,4;20,4
22;18/06/2024;21,8;25,8;30,4;31,9;55,5580745;21;21,375;21,4;20,4
23;18/06/2024;21,75;25,8;30,4;31,9;55,5580745;20,65;21,25;21,4;20,4
0;19/06/2024;21,7;25,8;30,4;31,9;55,5580745;20,35;21,075;21,4;20,4
1;19/06/2024;21,675;25,725;30,35;31,9;55,4080745;20,1;20,925;21,4;20,4
2;19/06/2024;21,6;25,7;30,3;31,9;55,3080745;19,8;20,775;21,4;20,4
3;19/06/2024;21,575;25,7;30,3;31,9;55,3080745;19,475;20,575;21,3;20,4
4;19/06/2024;21,525;25,65;30,3;31,9;55,2580745;19,2;20,375;21,3;20,4
5;19/06/2024;21,5;25,6;30,3;31,9;55,2080745;18,875;20,175;21,25;20,3
6;19/06/2024;21,425;25,6;30,3;31,9;55,2080745;18,55;19,95;21,125;20,3
7;19/06/2024;21,4;25,575;30,3;31,9;55,1830745;18,25;19,725;21,1;20,3
8;19/06/2024;21,4;25,5;30,3;31,9;55,1080745;18,1;19,525;20,975;20,3
9;19/06/2024;21,4;25,5;30,3;31,9;55,1080745;18,4;19,35;20,9;20,3
10;19/06/2024;21,375;25,475;30,3;31,9;55,0830745;19,275;19,35;20,8;20,3
11;19/06/2024;21,325;25,4;30,3;31,9;55,0080745;20,025;19,5;20,75;20,3
12;19/06/2024;21,3;25,375;30,3;31,9;54,9830745;21;19,75;20,625;20,225
13;19/06/2024;21,175;25,275;30,2;31,9;54,7330745;22,225;20,125;20,6;20,2
14;19/06/2024;21,05;25,2;30,2;31,85;54,5580745;22,425;20,55;20,55;20,125
15;19/06/2024;20,925;25,2;30,2;31,8;54,4580745;22,025;20,8;20,525;20,1
16;19/06/2024;20,825;25,175;30,2;31,825;54,4830745;22,05;20,9;20,6;20,1
17;19/06/2024;20,675;25,1;30,2;31,8;54,3580745;22,4;21;20,6;20,1
18;19/06/2024;20,575;25,075;30,2;31,825;54,3830745;22,5;21,125;20,6;20,025
19;19/06/2024;25,775;25,35;30,3;31,9;58,6119171;22,075;21,275;20,625;20
20;19/06/2024;25,9;26,875;31,3;31,9;61,7619171;21,35;21,15;20,7;20
21;19/06/2024;25,65;28,125;32,125;32,525;65,2494171;20,625;20,925;20,7;20
22;19/06/2024;25;27,75;32,125;32,8;64,7744171;20,1;20,675;20,775;19,9
23;19/06/2024;24,6;27,5;32;32,725;63,7869171;19,85;20,5;20,8;19,9
0;20/06/2024;24,375;27,35;31,9;32,7;63,2119171;19,6;20,35;20,8;19,9
1;20/06/2024;24,2;27,225;31,8;32,7;62,7619171;19,325;20,225;20,8;19,9
2;20/06/2024;24,075;27,15;31,75;32,65;62,3869171;19,075;20,025;20,7;19,9
3;20/06/2024;24,375;27,1;31,7;32,6;62,4619171;18,9;19,875;20,7;19,9
4;20/06/2024;25;27,15;31,625;32,6;63,0244171;18,675;19,725;20,6;19,9
5;20/06/2024;24,6;27,3;31,6;32,6;62,7369171;18,425;19,525;20,6;19,9
6;20/06/2024;24,425;27,275;31,6;32,6;62,5369171;18,275;19,35;20,525;19,9
7;20/06/2024;24,325;27,2;31,6;32,6;62,3619171;18,125;19,2;20,425;19,9
8;20/06/2024;24,2;27,175;31,575;32,6;62,1744171;18,1;19,075;20,4;19,9
9;20/06/2024;24,15;27,1;31,5;32,575;61,8869171;18,325;18,925;20,3;19,9
10;20/06/2024;24,1;27,1;31,5;32,5;61,6869171;19;18,925;20,275;19,9
11;20/06/2024;24,025;27,025;31,5;32,5;61,5369171;19,95;19,1;20,15;19,8
12;20/06/2024;23,975;27;31,4;32,5;61,3119171;21,1;19,425;20,1;19,8
13;20/06/2024;23,875;26,925;31,4;32,5;61,1369171;21,925;19,85;20,1;19,8
14;20/06/2024;23,8;26,9;31,4;32,5;61,0369171;21,65;20,225;20,025;19,8
15;20/06/2024;23,7;26,9;31,35;32,5;60,8619171;21,225;20,3;20,1;19,75
16;20/06/2024;23,675;26,9;31,3;32,5;60,7619171;21,1;20,35;20,1;19,7
17;20/06/2024;23,6;26,85;31,3;32,5;60,6369171;20,7;20,35;20,1;19,7
18;20/06/2024;23,925;26,8;31,35;32,5;60,9869171;20,25;20,3;20,1;19,6
19;20/06/2024;24,25;26,975;31,5;32,5;61,7119171;19,9;20,125;20,175;19,6
20;20/06/2024;24,3;27,1;31,425;32,5;61,7744171;19,75;20;20,2;19,6
21;20/06/2024;24,375;27,2;31,45;32,5;61,9869171;19,525;19,875;20,2;19,6
22;20/06/2024;24,5;27,35;31,775;32,5;62,7494171;19,25;19,775;20,2;19,6
23;20/06/2024;24,4;27,325;31,775;32,5;62,6244171;19,025;19,625;20,125;19,6
0;21/06/2024;24,275;27,275;31,7;32,5;62,3369171;18,775;19,45;20,1;19,6
1;21/06/2024;24,175;27,2;31,7;32,5;62,1619171;18,475;19,325;20,1;19,6
2;21/06/2024;24,1;27,175;31,65;32,5;61,9869171;18,225;19,175;20,1;19,6
3;21/06/2024;24,025;27,1;31,6;32,5;61,7619171;17,975;18,975;20;19,6
4;21/06/2024;24;27,075;31,575;32,475;61,6244171;17,775;18,825;19,925;19,55
5;21/06/2024;23,925;27;31,5;32,5;61,4119171;17,625;18,65;19,9;19,5
6;21/06/2024;23,9;27;31,5;32,5;61,3869171;17,425;18,5;19,825;19,5
7;21/06/2024;23,9;27;31,5;32,475;61,3369171;17,325;18,35;19,8;19,5
8;21/06/2024;23,9;26,9;31,475;32,4;61,0494171;17,3;18,25;19,7;19,4
9;21/06/2024;23,9;26,9;31,4;32,4;60,9369171;17,45;18,1;19,6;19,4
10;21/06/2024;23,9;26,9;31,4;32,4;60,9369171;18,3;18,1;19,55;19,4
11;21/06/2024;23,9;26,9;31,35;32,4;60,8619171;19,275;18,3;19,425;19,4
12;21/06/2024;23,9;26,9;31,3;32,4;60,7869171;20,45;18,65;19,4;19,375
13;21/06/2024;23,825;26,85;31,3;32,4;60,6619171;21,6;19,075;19,4;19,3
14;21/06/2024;23,725;26,8;31,275;32,4;60,4744171;21,925;19,55;19,35;19,3
15;21/06/2024;23,6;26,775;31,2;32,375;60,1619171;21,925;19,85;19,4;19,3
16;21/06/2024;23,5;26,725;31,2;32,325;59,9119171;21,925;20,075;19,4;19,25
17;21/06/2024;23,425;26,7;31,2;32,3;59,7619171;22,325;20,275;19,45;19,2
18;21/06/2024;23,35;26,7;31,175;32,3;59,6494171;23,175;20,475;19,55;19,2
19;21/06/2024;23,25;26,65;31,1;32,3;59,3869171;23,775;20,825;19,6;19,125
20;21/06/2024;23,125;26,6;31,1;32,3;59,2119171;23,6;21,1;19,675;19,1
21;21/06/2024;23;26,6;31,1;32,3;59,0869171;22,85;21,3;19,8;19,1
22;21/06/2024;22,925;26,6;31,1;32,3;59,0119171;22,15;21,3;19,875;19,1
23;21/06/2024;22,9;26,6;31,1;32,3;58,9869171;21,525;21,15;19,95;19,1
0;22/06/2024;22,825;26,575;31,1;32,3;58,8869171;21,025;21;20,075;19,1
1;22/06/2024;22,8;26,525;31,1;32,3;58,8119171;20,6;20,825;20,1;19,1
2;22/06/2024;22,8;26,5;31,1;32,3;58,7869171;20,25;20,625;20,175;19,2
3;22/06/2024;22,725;26,5;31,1;32,3;58,7119171;19,875;20,425;20,2;19,2
4;22/06/2024;22,7;26,5;31,1;32,3;58,6963671;19,525;20,225;20,2;19,2
5;22/06/2024;22,7;26,425;31;32,3;58,5186171;19,225;20,025;20,2;19,275
6;22/06/2024;22,65;26,4;31;32,3;58,4625171;18,925;19,825;20,2;19,3
7;22/06/2024;22,6;26,4;31;32,3;58,4219671;18,725;19,625;20,175;19,3
8;22/06/2024;22,6;26,4;31;32,3;58,4408671;18,6;19,425;20,1;19,3
9;22/06/2024;22,6;26,375;31;32,3;58,4253171;18,7;19,3;20,1;19,3
10;22/06/2024;22,6;26,3;31;32,3;58,3503171;19,425;19,3;20,025;19,3
11;22/06/2024;22,5;26,25;30,95;32,3;58,0875171;20,2;19,35;19,925;19,3
12;22/06/2024;22,425;26,2;30,9;32,2;57,6591671;20,95;19,6;19,9;19,3
13;22/06/2024;22,325;26,1;30,9;32,2;57,4119171;21,75;19,875;19,9;19,3
14;22/06/2024;22,175;26,05;30,9;32,2;57,21720645;22,075;20,2;19,875;19,3
15;22/06/2024;22,05;26;30,9;32,2;57,1080745;22;20,425;19,9;19,3
16;22/06/2024;21,9;25,95;30,825;32,2;56,9455745;21,95;20,575;19,9;19,3
17;22/06/2024;21,75;25,9;30,8;32,2;56,8580745;22,1;20,65;19,9;19,3
18;22/06/2024;21,6;25,8;30,8;32,2;56,7580745;22,15;20,8;19,925;19,3
19;22/06/2024;21,5;25,8;30,8;32,2;56,7580745;22,075;20,825;20;19,225
20;22/06/2024;21,4;25,8;30,8;32,2;56,7580745;22,05;20,9;20,1;19,2
21;22/06/2024;21,3;25,8;30,8;32,2;56,7580745;21,75;20,9;20,1;19,2
22;22/06/2024;21,3;25,8;30,8;32,2;56,7580745;21,35;20,9;20,125;19,275
23;22/06/2024;21,25;25,8;30,8;32,2;56,7580745;20,95;20,825;20,2;19,3
0;23/06/2024;21,2;25,725;30,8;32,2;56,6830745;20,65;20,75;20,275;19,3
1;23/06/2024;21,2;25,7;30,8;32,125;56,5080745;20,25;20,575;20,3;19,3
2;23/06/2024;21,1;25,7;30,775;32,15;56,5205745;19,875;20,375;20,3;19,3
3;23/06/2024;21,1;25,7;30,775;32,175;56,5705745;19,575;20,225;20,3;19,3
4;23/06/2024;21,1;25,7;30,7;32,125;56,3580745;19,3;20,025;20,3;19,3
5;23/06/2024;21,1;25,675;30,7;32,2;56,4830745;19,025;19,85;20,3;19,3
6;23/06/2024;21,05;25,6;30,7;32,2;56,4175245;18,8;19,65;20,2;19,3
7;23/06/2024;21,025;25,6;30,7;32,2;56,4269745;18,575;19,475;20,15;19,3
8;23/06/2024;21;25,6;30,7;32,2;56,4458745;18,5;19,325;20,1;19,3
9;23/06/2024;21;25,6;30,7;32,2;56,4458745;18,825;19,15;20,075;19,3
10;23/06/2024;21;25,525;30,7;32,1;56,1425245;19,75;19,2;19,975;19,3
11;23/06/2024;20,925;25,5;30,65;32,1;56,0330745;20,675;19,4;19,9;19,3
12;23/06/2024;20,85;25,4;30,6;32,1;55,8580745;21,8;19,75;19,9;19,3
13;23/06/2024;20,75;25,325;30,6;32,1;55,7830745;23;20,2;19,825;19,3
14;23/06/2024;20,55;25,3;30,6;32,1;55,7580745;23,3;20,625;19,825;19,3
15;23/06/2024;20,35;25,2;30,6;32,1;55,6580745;23,25;20,925;19,9;19,3
16;23/06/2024;20,15;25,125;30,6;32,1;55,5830745;23,35;21,15;19,9;19,3
17;23/06/2024;19,975;25,05;30,6;32,1;55,5080745;23,75;21,35;19,975;19,25
18;23/06/2024;19,8;24,975;30,6;32,025;55,2830745;24,5;21,6;20,1;19,2
19;23/06/2024;19,6;24,9;30,5;32;55,0080745;24,925;21,9;20,15;19,2
20;23/06/2024;19,425;24,9;30,5;32;55,0080745;24,675;22,175;20,275;19,2
21;23/06/2024;19,325;24,9;30,5;32;55,0080745;23,9;22,3;20,35;19,2
22;23/06/2024;19,225;24,9;30,525;32;55,0455745;23,125;22,25;20,425;19,225
23;23/06/2024;19,2;24,9;30,55;32;55,0830745;22,575;22,075;20,55;19,3
0;24/06/2024;19,15;24,85;30,5;32;54,9580745;22,075;21,925;20,6;19,3
1;24/06/2024;19,1;24,825;30,6;32;55,0830745;21,65;21,775;20,7;19,3
2;24/06/2024;19,1;24,8;30,5;32;54,9080745;21,325;21,575;20,8;19,3
3;24/06/2024;19,1;24,8;30,55;32,05;55,0830745;21;21,375;20,8;19,3
4;24/06/2024;19,025;24,8;30,5;32;54,9080745;20,7;21,175;20,8;19,4
5;24/06/2024;19;24,8;30,5;32;54,9080745;20,4;20,975;20,8;19,4
6;24/06/2024;19;24,75;30,5;32;54,8580745;20,075;20,8;20,8;19,4
7;24/06/2024;19;24,7;30,5;32;54,8080745;19,825;20,6;20,8;19,4
8;24/06/2024;19;24,7;30,5;32;54,8080745;19,8;20,375;20,75;19,4
9;24/06/2024;19;24,7;30,5;32;54,8080745;20;20,3;20,675;19,5
10;24/06/2024;18,9;24,65;30,5;32;54,7580745;20,7;20,3;20,6;19,5
11;24/06/2024;18,875;24,6;30,5;32;54,7080745;21,525;20,4;20,6;19,5
12;24/06/2024;18,75;24,5;30,475;32;54,5705745;22,5;20,675;20,525;19,5
